adres_aantal_brp_adres,adres_aantal_verschillende_wijken,adres_aantal_verzendadres,adres_aantal_woonadres_handmatig,adres_dagen_op_adres,adres_recentst_onderdeel_rdam,adres_recentste_buurt_groot_ijsselmonde,adres_recentste_buurt_nieuwe_westen,adres_recentste_buurt_other,adres_recentste_buurt_oude_noorden,adres_recentste_buurt_vreewijk,adres_recentste_plaats_other,adres_recentste_plaats_rotterdam,adres_recentste_wijk_charlois,adres_recentste_wijk_delfshaven,adres_recentste_wijk_feijenoord,adres_recentste_wijk_ijsselmonde,adres_recentste_wijk_kralingen_c,adres_recentste_wijk_noord,adres_recentste_wijk_other,adres_recentste_wijk_prins_alexa,adres_recentste_wijk_stadscentru,adres_unieke_wijk_ratio,afspraak_aanmelding_afgesloten,afspraak_aantal_woorden,afspraak_afgelopen_jaar_afsprakenplan,afspraak_afgelopen_jaar_monitoring_insp__wet_taaleis_na_12_mnd_n_a_v__taa04_____geen_maatregel,afspraak_afgelopen_jaar_ontheffing,afspraak_afgelopen_jaar_ontheffing_taaleis,afspraak_afgelopen_jaar_plan_van_aanpak,afspraak_afgelopen_jaar_signaal_voor_medewerker,afspraak_afgelopen_jaar_vervolgmeting_matchbaarheid_werkzoekende_klant,afspraak_afgelopen_jaar_voortgang_aanmelding_en_deelname,afspraak_afsprakenplan,afspraak_controle_aankondiging_maatregel,afspraak_controle_verwijzing,afspraak_deelname_compleet_uit_webapplicatie,afspraak_galo_gesprek,afspraak_gespr__einde_zoekt___galo_gesprek_,afspraak_inspanningsperiode,afspraak_laatstejaar_aantal_woorden,afspraak_laatstejaar_resultaat_ingevuld,afspraak_laatstejaar_resultaat_ingevuld_uniek,afspraak_other,afspraak_participatietrede_vervolgmeting,afspraak_resultaat_ingevuld_uniek,afspraak_signaal_van_aanbieder,afspraak_signaal_voor_medewerker,afspraak_toevoegen_inschrijving_uwvwb,afspraak_vervolgmeting_matchbaarheid_werkzoekende_klant,afspraak_verzenden_beschikking_i_v_m__niet_voldoen_aan_wet_taaleis,afspraak_voortgangsgesprek,belemmering_aantal_huidig,belemmering_dagen_financiele_problemen,belemmering_dagen_lichamelijke_problematiek,belemmering_dagen_psychische_problemen,belemmering_financiele_problemen,belemmering_hist_lichamelijke_problematiek,belemmering_hist_psychische_problemen,belemmering_hist_stabiele_mix__sz____dagbesteding_werk,belemmering_hist_taal,belemmering_hist_verslavingsproblematiek,belemmering_ind,belemmering_ind_hist,belemmering_niet_computervaardig,belemmering_psychische_problemen,belemmering_woonsituatie,beschikbaarheid_aantal_historie_afwijkend_wegens_medische_omstandigheden,beschikbaarheid_aantal_historie_afwijkend_wegens_sociaal_maatschappelijke_situatie,beschikbaarheid_huidig_afwijkend_wegens_medische_omstandigheden,beschikbaarheid_huidig_bekend,beschikbaarheid_recent_afwijkend_wegens_medische_omstandigheden,beschikbaarheid_recent_afwijkend_wegens_sociaal_maatschappelijke_situatie,competentie_aansturen,competentie_analyseren,competentie_ethisch_en_integer_handelen,competentie_formuleren_en_rapporteren,competentie_gedrevenheid_en_ambitie_tonen,competentie_instructies_en_procedures_opvolgen,competentie_kwaliteit_leveren,competentie_leren,competentie_materialen_en_middelen_inzetten,competentie_met_druk_en_tegenslag_omgaan,competentie_omgaan_met_verandering_en_aanpassen,competentie_onderzoeken,competentie_op_de_behoeften_en_verwachtingen_van_de__klant__richten,competentie_other,competentie_overtuigen_en_beïnvloeden,competentie_plannen_en_organiseren,competentie_samenwerken_en_overleggen,competentie_vakdeskundigheid_toepassen,contacten_onderwerp__arbeids_motivatie,contacten_onderwerp__pre__intake,contacten_onderwerp__werk_intake,contacten_onderwerp_arbeidsdiagnose_dariuz,contacten_onderwerp_beoordelen_taaleis,contacten_onderwerp_boolean__arbeids_motivatie,contacten_onderwerp_boolean__pre__intake,contacten_onderwerp_boolean__werk_intake,contacten_onderwerp_boolean_beoordelen_taaleis,contacten_onderwerp_boolean_contact_derden,contacten_onderwerp_boolean_contact_met_aanbieder,contacten_onderwerp_boolean_diagnosegesprek,contacten_onderwerp_boolean_documenten__innemen_,contacten_onderwerp_boolean_documenttype__cv_,contacten_onderwerp_boolean_documenttype__diploma_s_en_certificaten_,contacten_onderwerp_boolean_documenttype__overeenkomst_,contacten_onderwerp_boolean_financiële_situatie,contacten_onderwerp_boolean_groepsbijeenkomst,contacten_onderwerp_boolean_inkomen,contacten_onderwerp_boolean_maatregel_overweging,contacten_onderwerp_boolean_match___werk,contacten_onderwerp_boolean_matching,contacten_onderwerp_boolean_motivatie,contacten_onderwerp_boolean_mutatie,contacten_onderwerp_boolean_no_show,contacten_onderwerp_boolean_overige,contacten_onderwerp_boolean_overleg_met_inkomen,contacten_onderwerp_boolean_scholing,contacten_onderwerp_boolean_sollicitatie,contacten_onderwerp_boolean_taaleis___voldoet,contacten_onderwerp_boolean_terugbelverzoek,contacten_onderwerp_boolean_traject,contacten_onderwerp_boolean_uitnodiging,contacten_onderwerp_boolean_ziek__of_afmelding,contacten_onderwerp_boolean_zorg,contacten_onderwerp_contact_derden,contacten_onderwerp_contact_met_aanbieder,contacten_onderwerp_diagnosegesprek,contacten_onderwerp_documenten__innemen_,contacten_onderwerp_documenttype__cv_,contacten_onderwerp_documenttype__overeenkomst_,contacten_onderwerp_financiële_situatie,contacten_onderwerp_groepsbijeenkomst,contacten_onderwerp_inkomen,contacten_onderwerp_inname_aanvraag,contacten_onderwerp_inspanningstoets,contacten_onderwerp_maatregel_overweging,contacten_onderwerp_matching,contacten_onderwerp_mutatie,contacten_onderwerp_no_show,contacten_onderwerp_overige,contacten_onderwerp_overleg_met_inkomen,contacten_onderwerp_quickscan,contacten_onderwerp_scholing,contacten_onderwerp_screening,contacten_onderwerp_terugbelverzoek,contacten_onderwerp_traject,contacten_onderwerp_uitnodiging,contacten_onderwerp_vakantie,contacten_onderwerp_werkintake__niet_verschenen,contacten_onderwerp_ziek__of_afmelding,contacten_onderwerp_zorg,contacten_soort_afgelopenjaar_anders,contacten_soort_afgelopenjaar_document__inkomend_,contacten_soort_afgelopenjaar_document__uitgaand_,contacten_soort_afgelopenjaar_e_mail__inkomend_,contacten_soort_afgelopenjaar_e_mail__uitgaand_,contacten_soort_afgelopenjaar_gesprek,contacten_soort_afgelopenjaar_gesprek_op_locatie,contacten_soort_afgelopenjaar_rapportage_rib,contacten_soort_afgelopenjaar_telefoontje__inkomend_,contacten_soort_afgelopenjaar_telefoontje__uitgaand_,contacten_soort_anders,contacten_soort_document__inkomend_,contacten_soort_document__uitgaand_,contacten_soort_e_mail__inkomend_,contacten_soort_e_mail__uitgaand_,contacten_soort_gesprek_op_locatie,contacten_soort_groepsbijeenkomsten,contacten_soort_rapportage_deelname,contacten_soort_rapportage_rib,contacten_soort_telefoontje__inkomend_,contacten_soort_telefoontje__uitgaand_,deelname_act_actueel_projecten_uniek,deelname_act_hist_projecten_niet_gestart,deelname_act_reintegratieladder_ondersteunende_instrumenten,deelname_act_reintegratieladder_werk_re_integratie,instrument_aantal_laatstejaar,instrument_ladder_historie_activering,instrument_ladder_historie_other,instrument_ladder_huidig_activering,instrument_ladder_huidig_other,instrument_ladder_huidig_werk_re_integratie,instrument_reden_beeindiging_historie_centrale_actie_wigo4it,instrument_reden_beeindiging_historie_diagnose_gesteld,instrument_reden_beeindiging_historie_direct_matchbaar,instrument_reden_beeindiging_historie_doelstelling_bereikt__geen_uitstroom,instrument_reden_beeindiging_historie_doelstelling_bereikt__uitstroom_naar_regulier_werk,instrument_reden_beeindiging_historie_doelstelling_bereikt__uitstroom_overig,instrument_reden_beeindiging_historie_doelstelling_niet_bereikt__geen_uitstroom,instrument_reden_beeindiging_historie_niet_matchbaar,instrument_reden_beeindiging_historie_niet_succesvol,instrument_reden_beeindiging_historie_niet_succesvol__reden_bij_werkzoekende,instrument_reden_beeindiging_historie_op_termijn_matchbaar,instrument_reden_beeindiging_historie_other,instrument_reden_beeindiging_historie_overdracht_naar_mo,instrument_reden_beeindiging_historie_overdracht_naar_prematching,instrument_reden_beeindiging_historie_overdracht_naar_regulier_team_iwpm,instrument_reden_beeindiging_historie_overdracht_succesvol,instrument_reden_beeindiging_historie_succesvol,instrument_reden_beeindiging_historie_succesvol__doelstelling_bereikt,instrument_reden_beeindiging_historie_uitval__aanbod_niet_langer_zinvol_volgens_gemeente,instrument_reden_beeindiging_historie_uitval__klant_wz__ziet_af_van_aanbod,ontheffing_actueel_ind,ontheffing_dagen_hist_mean,ontheffing_dagen_hist_vanwege_uw_medische_omstandigheden,ontheffing_hist_ind,ontheffing_reden_hist_medische_gronden,ontheffing_reden_hist_other,ontheffing_reden_hist_sociale_gronden,ontheffing_reden_hist_tijdelijke_ontheffing_arbeidsverpl__en_tegenprestatie,ontheffing_reden_hist_tijdelijke_ontheffing_arbeidsverplichtingen,ontheffing_reden_hist_vanwege_uw_sociaal_maatschappelijke_situatie,ontheffing_reden_tijdelijke_ontheffing_arbeidsverpl__en_tegenprestatie,persoon_geslacht_vrouw,persoon_leeftijd_bij_onderzoek,persoonlijke_eigenschappen_communicatie_opm,persoonlijke_eigenschappen_dagen_sinds_opvoer,persoonlijke_eigenschappen_dagen_sinds_taaleis,persoonlijke_eigenschappen_doorzettingsvermogen_opm,persoonlijke_eigenschappen_flexibiliteit_opm,persoonlijke_eigenschappen_hobbies_sport,persoonlijke_eigenschappen_houding_opm,persoonlijke_eigenschappen_ind_activering_traject,persoonlijke_eigenschappen_ind_buiten_kantoortijden,persoonlijke_eigenschappen_ind_regulier_arbeidsritme,persoonlijke_eigenschappen_initiatief_opm,persoonlijke_eigenschappen_leergierigheid_opm,persoonlijke_eigenschappen_motivatie_opm,persoonlijke_eigenschappen_nl_begrijpen3,persoonlijke_eigenschappen_nl_lezen3,persoonlijke_eigenschappen_nl_lezen4,persoonlijke_eigenschappen_nl_schrijven0,persoonlijke_eigenschappen_nl_schrijven1,persoonlijke_eigenschappen_nl_schrijven2,persoonlijke_eigenschappen_nl_schrijven3,persoonlijke_eigenschappen_nl_schrijvenfalse,persoonlijke_eigenschappen_nl_spreken1,persoonlijke_eigenschappen_nl_spreken2,persoonlijke_eigenschappen_nl_spreken3,persoonlijke_eigenschappen_opstelling,persoonlijke_eigenschappen_overige_opmerkingen,persoonlijke_eigenschappen_presentatie_opm,persoonlijke_eigenschappen_spreektaal,persoonlijke_eigenschappen_spreektaal_anders,persoonlijke_eigenschappen_taaleis_schrijfv_ok,persoonlijke_eigenschappen_taaleis_voldaan,persoonlijke_eigenschappen_uiterlijke_verzorging_opm,persoonlijke_eigenschappen_uitstroom_verw_vlgs_klant,persoonlijke_eigenschappen_uitstroom_verw_vlgs_km,persoonlijke_eigenschappen_zelfstandigheid_opm,pla_actueel_pla_categorie_doelstelling_16,pla_actueel_pla_categorie_doelstelling_9,pla_einde_doelstelling_bereikt,pla_einde_doelstelling_bereikt__nieuw_trajectplan,pla_einde_doelstelling_bereikt__overdracht,pla_einde_doelstelling_niet_bereikt,pla_einde_doelstelling_niet_bereikt__nieuw_trajectplan,pla_einde_doelstelling_niet_bereikt__overdracht,pla_einde_geplande_einddatum_overschreden_zonder_nader_bericht,pla_einde_other,pla_einde_uitstroom_anders_dan_volgen_onderwijs__regulier_werk_of_als_zelfstandige,pla_hist_pla_categorie_doelstelling_1,pla_hist_pla_categorie_doelstelling_10,pla_hist_pla_categorie_doelstelling_11,pla_hist_pla_categorie_doelstelling_16,pla_hist_pla_categorie_doelstelling_2,pla_hist_pla_categorie_doelstelling_27,pla_hist_pla_categorie_doelstelling_3,pla_hist_pla_categorie_doelstelling_4,pla_hist_pla_categorie_doelstelling_5,pla_hist_pla_categorie_doelstelling_6,pla_hist_pla_categorie_doelstelling_9,pla_hist_pla_categorie_doelstelling_other,pla_historie_maatschappelijke_inspanning,pla_historie_ontwikkeling,pla_historie_other,pla_historie_werk,pla_historie_werk_en_inburgering,pla_ondertekeningen_actueel,pla_ondertekeningen_historie,relatie_kind_basisschool_kind,relatie_kind_heeft_kinderen,relatie_kind_huidige_aantal,relatie_kind_jongvolwassen,relatie_kind_leeftijd_verschil_ouder_eerste_kind,relatie_kind_tiener,relatie_kind_volwassen,relatie_overig_actueel_vorm__gemachtigde,relatie_overig_actueel_vorm__kostendeler,relatie_overig_actueel_vorm__onderhoudsplichtige,relatie_overig_actueel_vorm__ouders_verzorgers,relatie_overig_actueel_vorm_other,relatie_overig_bewindvoerder,relatie_overig_historie_vorm__andere_inwonende,relatie_overig_historie_vorm__gemachtigde,relatie_overig_historie_vorm__kostendeler,relatie_overig_historie_vorm__onderhoudsplichtige,relatie_overig_kostendeler,relatie_partner_aantal_partner___partner__gehuwd_,relatie_partner_aantal_partner___partner__ongehuwd_,relatie_partner_huidige_partner___partner__gehuwd_,relatie_partner_totaal_dagen_partner,typering_aantal,typering_dagen_som,typering_hist_aantal,typering_hist_inburgeringsbehoeftig,typering_hist_ind,typering_hist_sector_zorg,typering_ind,typering_indicatie_geheime_gegevens,typering_other,typering_transport__logistiek___tuinbouw,typering_zorg__schoonmaak___welzijn,Ja,Nee
2,4,1,0,11365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,257,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,81,2,2,1,1,2,1,2,0,1,0,0,5,3691,-1569,16336,1,1,3,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,3,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,3,2,0,3,1,0,3,0,1,0,0,1,3,0,1,2,3,0,0,1,5,5,3,0,0,2,1,1,2,6,2,2,3,0,1,1,1,1,3,25,7,7,0,0,0,2,2,4,1,3,2,6,1,4,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,2,0,1,1,0,2517,1163,1,1,0,1,0,0,1,0,0,43,1,495,771,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,6,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,501,1,-5205,1,0,1,0,1,0,1,0,0,0.632156056122516,0.367843943877484
10,8,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,138,1,0,1,1,3,3,1,5,1,1,0,1,2,1,1,123,4,4,0,0,5,1,5,1,1,0,1,5,6359,4390,4692,1,1,2,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,3,2,1,2,1,5,1,2,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,3,2,0,5,1,1,4,0,1,0,0,2,0,0,2,9,1,1,1,0,4,5,4,0,0,3,8,4,3,10,1,3,3,0,1,2,4,8,5,20,4,9,0,0,1,3,1,8,1,1,5,4,4,2,1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,2483,2538,1,0,0,1,1,0,0,0,0,43,1,388,1111,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,57,0,1,1,1,1,4,1,1,0,1,0,0,2,2,0,0,0,1,0,0,1,1,0,1,2,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1446,2,3171,3,0,1,0,1,0,1,0,0,0.690136365340567,0.309863634659433
3,4,1,1,2440,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,306,1,0,0,0,1,2,1,3,3,2,1,1,0,0,0,172,4,3,1,1,3,3,3,0,1,0,0,4,-65,-5429,9088,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,2,1,1,1,1,2,2,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,6,0,1,0,2,0,5,0,2,0,1,1,6,1,2,1,0,0,0,1,1,7,1,1,1,3,6,3,3,6,3,5,2,0,0,1,1,4,2,30,18,13,0,0,3,2,5,4,0,1,1,7,2,1,2,0,0,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,3,0,1,1,1,1460,426,1,0,0,0,1,0,1,0,0,38,1,436,969,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,4,2,1,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,1,3,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,1,-3887,1,0,1,0,0,0,0,0,0,0.652611537169864,0.347388462830136
3,4,1,2,3344,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,110,0,0,1,0,1,2,0,2,1,1,0,1,1,1,0,98,3,2,2,1,3,2,2,0,1,0,0,4,-766,3583,15357,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,3,1,2,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,3,1,1,1,1,3,2,1,1,0,1,1,3,0,2,10,1,0,0,0,0,8,4,0,0,1,4,3,4,9,3,3,3,0,2,1,3,8,4,31,6,6,0,0,2,2,1,3,1,1,3,3,2,2,1,0,0,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,3,0,0,1,0,1597,524,1,0,0,0,1,0,1,0,1,43,1,329,606,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,4,6,1,0,0,2,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,26,1,2606,2,0,1,0,1,1,1,0,0,0.666919749491048,0.333080250508952
7,5,1,1,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,144,1,0,1,0,1,2,1,6,1,0,0,0,1,0,1,123,4,4,0,0,4,0,2,0,1,0,1,5,3809,-3341,9383,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,5,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,3,2,1,2,1,3,6,1,1,1,0,0,1,0,1,1,2,0,0,0,4,4,1,1,1,2,3,2,3,9,4,5,4,0,2,2,5,3,6,19,9,10,0,0,1,0,3,3,1,1,1,1,3,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1461,1030,1,0,0,0,1,0,0,0,1,49,1,1216,1003,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,2,5,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,172,0,-5331,1,0,1,0,0,0,0,0,0,0.557230641910293,0.442769358089707
5,5,2,1,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,198,2,0,1,0,2,0,1,5,2,1,0,0,1,1,0,168,4,3,1,0,4,0,0,0,1,0,1,6,4788,-563,-3805,1,1,2,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,4,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,2,1,1,1,1,4,0,1,0,0,1,0,0,2,0,2,0,1,0,7,3,3,0,0,1,2,2,4,9,2,3,2,0,1,2,2,4,1,14,4,8,0,0,1,1,2,2,1,1,3,6,4,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1033,223,1,1,0,1,0,0,1,0,0,47,1,3,327,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,4,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,2,1,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,147,1,4954,2,0,1,0,1,0,1,0,0,0.691980473953614,0.308019526046386
3,5,2,1,1964,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,609,1,0,0,0,3,3,1,8,2,1,0,1,1,0,0,331,7,5,3,1,5,2,8,0,1,0,2,3,1799,8204,12923,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,3,1,1,1,1,8,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,5,8,1,6,3,4,3,1,2,0,0,1,9,0,3,0,1,0,1,0,11,7,1,1,0,1,5,4,4,11,3,9,5,0,3,4,4,4,8,43,6,21,0,0,1,3,9,12,2,1,2,4,4,4,1,1,1,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,3,0,1,0,0,807,354,1,0,0,0,0,0,0,0,0,32,1,687,952,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,57,0,1,1,1,4,4,1,0,1,1,1,1,2,1,1,1,1,0,1,0,1,0,1,1,1,1,2,0,2,0,0,1,1,1,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1897,1,-1392,2,0,1,0,0,0,1,0,0,0.636553541318517,0.363446458681483
3,4,2,1,7201,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,542,1,0,1,0,1,3,0,2,1,0,1,2,1,1,1,129,2,3,0,0,5,3,6,0,1,0,1,5,-1541,12237,13484,0,2,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,3,1,1,1,1,5,1,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,7,5,0,7,2,2,7,0,2,0,2,1,2,0,1,5,1,0,0,0,3,6,3,1,1,1,9,2,1,3,2,5,2,0,1,1,1,9,23,37,9,15,0,0,1,3,6,5,1,2,3,6,2,6,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,3,0,0,1,1,794,56,1,0,0,0,0,1,0,0,0,64,1,766,1383,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,57,0,1,1,1,2,5,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,2,1,2,0,1,1,0,1,0,1,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1024,0,-2228,1,0,1,0,0,0,1,0,0,0.503886997196126,0.496113002803874
2,3,1,1,964,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,280,0,0,1,0,1,4,1,4,2,1,0,1,1,1,1,195,4,4,2,0,5,1,9,0,2,0,0,5,451,1141,1613,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,2,1,1,1,1,7,0,2,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,5,6,0,6,3,1,1,0,1,1,1,1,2,0,1,2,1,0,0,0,6,4,5,0,0,5,6,2,3,12,3,5,2,1,1,2,2,7,7,46,9,10,1,0,2,1,4,9,1,1,1,7,2,2,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,1,1011,873,1,0,0,0,1,0,0,1,0,30,1,740,1161,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,6,6,1,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1511,2,4344,4,0,1,0,1,0,2,0,0,0.667842807924278,0.332157192075722
6,4,1,2,106,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,238,0,0,1,0,2,3,0,3,1,1,0,1,0,0,0,89,4,3,1,0,3,1,11,0,1,0,1,3,2769,-11857,-1494,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,0,1,1,1,9,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,8,3,0,9,1,2,1,0,1,0,0,2,1,1,4,1,2,1,0,0,4,9,3,0,1,2,6,2,1,2,1,2,0,0,1,1,2,6,11,31,1,8,0,0,0,1,3,9,1,2,2,5,2,8,1,1,1,0,0,1,0,0,0,0,2,0,2,0,0,2,0,0,0,1,3,0,1,1,0,1541,1013,1,1,0,0,1,0,0,0,0,38,1,539,737,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,6,1,0,1,1,0,1,1,2,2,0,0,0,0,1,0,1,0,1,2,1,1,0,2,0,1,1,0,0,0,1,4,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,839,0,2355,1,0,1,0,0,0,1,0,0,0.608489949425631,0.391510050574369
6,5,2,1,342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,357,1,0,0,0,2,4,1,3,2,1,0,1,1,1,0,236,3,2,2,1,5,2,9,0,1,0,1,4,4715,-7161,1579,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,4,1,1,1,1,8,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,9,1,1,3,2,1,4,1,2,1,1,1,1,0,2,1,2,0,0,1,9,10,2,0,1,2,11,2,4,8,3,6,2,0,1,4,3,5,2,53,10,16,0,1,1,1,18,10,1,1,5,8,2,1,1,0,0,1,1,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,979,2180,1,0,0,0,1,0,0,0,1,18,1,470,775,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,2,4,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,2,0,0,1,0,1,0,1,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64,1,-6068,1,0,1,0,1,0,1,0,0,0.650790756949916,0.349209243050084
